,artist_names,track_name,weeks_on_chart
22675,Varry Brava,Raffaella,1
22676,Vassendgutane,Longt Inne I En Fjord,1
22677,AYLIVA,Während du,1
22678,"Veysel, Kontra K",SCHIESSEN (feat. Kontra K),1
22679,Tanya Chua,全部的所有,1
22680,Vetusta Morla,Finisterre,1
22681,"Vesta, Biolapset",Kaikki muuttuu (feat. Biolapset),1
22682,Vesta,Saavun kyllä,1
22683,"AURORA, Pomme",Everything Matters,1
22684,"Tanya Chua, 阿雲嘎",Into The Wild,1
22685,Vesala,Totuuksia popmusiikista,1
22686,Tarcísio do Acordeon,Eu Tenho a Senha,1
22687,Vesala,Kunnioitus,1
22688,AUTTA,ชายหน้ามึน,1
22689,AV,Jiggy,1
22690,Veronica Maggio,På en buss,1
22691,AV,No Dey Form,1
22692,"Vera, Scarlet Pleasure",Whiplash,1
22693,AVINCOLA,Goal!,1
22694,AWS,Emlékszem (Road Movie),1
22695,AWS,Hajnali járat,1
22696,AWS,Hol voltál?,1
22697,"Vega, Haftbefehl",Ich will es Bar,1
22698,Vaundy,走馬灯,1
22699,AYLIVA,Bei Nacht,1
22700,AYLIVA,Immer kalt,1
22701,Tusse,this is our christmas song,1
22702,Turmion Kätilöt,Hengitä,1
22703,"kef LAVÍK, Big Hamka",Af hverju er enginn hérna reiður nema ég?,1
22704,"The Yutes, Curren$y",High Grade,1
22705,Thomas Rhett,Slow Down Summer,1
22706,Thomas Rhett,Country Again,1
22707,"Thomas Helmig, Benjamin Hav",Hvidt Flag (feat. Benjamin Hav),1
22708,Tepki,Sür Ya Da Öl,1
22709,Afroto,Smoom,1
22710,Thiều Bảo Trâm,Love Rosie,1
22711,Thiều Bảo Trâm,Chúng Ta Làm Bạn Được Không?,1
22712,Theuns Jordaan,Sal Jy Bly,1
22713,"Tepki, Allame",Boom Bap,1
22714,Aitch,GSD,1
22715,"The Yutes, Stove God Cooks",In the Kitchen,1
22716,Terence Lam,愛因斯坦羅森橋,1
22717,"Teni, Davido",FOR YOU,1
22718,"The Weeknd, KAYTRANADA",Out of Time - KAYTRANADA Remix,1
22719,Agnes Monica,Tanpa Kekasihku,1
22720,The Weeknd,Phantom Regret by Jim,1
22721,The Weeknd,Often,1
22722,Agust D,Moonlight,1
22723,"Agust D, MAX",Burn It (feat. MAX),1
22724,"Agust D, RM",Strange (feat. RM),1
22725,The Wanted,Glad You Came,1
22726,"Ahmad H Music, فرح شريم",العين يا نور العين,1
22727,"The Walkers, Alan Walker",Unity,1
22728,The Volunteers,Violet,1
22729,Thomas Stenström,Moviestar,1
22730,Teni,MOSLADO,1
22731,Turma do Pagode,Fora dos Stories,1
22732,Adriel Favela,Lágrimas De Miel,1
22733,Ajebo Hustlers,Caress,1
22734,Tilly Birds,จากกันด้วยดี (Ordinary),1
22735,Ado,逆光 - ウタ from ONE PIECE FILM RED,1
22736,Tiktak,Minne Vaan,1
22737,Tierry,Amava Porra Nenhuma,1
22738,Adrian Sellevoll,Dummet meg,1
22739,Tiakola,Parapluie,1
22740,Tiakola,Meuda,1
22741,"Adrian Sellevoll, Morgan Sulele",Skyene,1
22742,Tiago PZK,Casa De Chapa,1
22743,"Adrian Sellevoll, OnklP, Nick Strand",Bella Hadid,1
22744,Thành Nghiệp,Khung Trời Khác,1
22745,Thomas Stenström,Till slutet av augusti,1
22746,Aerozen,Fly Shit Only,1
22747,Aerozen,Ochii pe mine,1
22748,Three Man Down,ไม่เคยมีดาวในเมืองใหญ่,1
22749,"Telekids Musicalschool, Sinterklaasliedjes, Sinterklaasmuziek",Daar Wordt Aan De Deur Geklopt,1
22750,Afgan,Panah Asmara,1
22751,Three Man Down,หมดไอจี,1
22752,Three Man Down,รถฉันบินไม่ได้,1
22753,Three Man Down,ตอนไม่ได้เจอ,1
22754,Three Man Down,This City Won’t Be Lonely Anymore,1
22755,Thor Farlov,Hver For Sig,1
22756,"Thomas Stenström, First Aid Kit",Hotel Amigo (feat. First Aid Kit),1
22757,The Volunteers,PINKTOP,1
22758,Terri,Holy Water,1
22759,The Volunteers,Let me go!,1
22760,"The Dean, Rene Froger",We Pakken Groots Uit (feat. Rene Froger),1
22761,The Killers,Human,1
22762,Aiba,Fredag,1
22763,"Aiba, Maria Mena",Narnia (feat. Maria Mena),1
22764,The Kid LAROI,SAME ENERGY,1
22765,The Kid LAROI,OVER YOU,1
22766,Aida el Ayoubi,En Kont Ghaly,1
22767,"Tflow, Hornet La Frappe",Ketama,1
22768,"Tflow, Inkonnu",Tgha Dlam,1
22769,"Tflow, LFERDA",Routini,1
22770,The Drums,Money,1
22771,The Drifters,White Christmas,1
22772,The Chainsmokers,Riptide,1
22773,The Tragically Hip,Ouch,1
22774,"The Cast of RuPaul's Drag Race UK, Season 2",UK Hun? (United Kingdolls Version),1
22775,The Black Skirts,When I Think Of You,1
22776,The Black Skirts,Plain Jane,1
22777,The Black Skirts,Kleenex,1
22778,"Thaman S, Harini Ivaturi, Sahiti Chaganti","Tum Tum (From ""Enemy - Telugu"")",1
22779,The Black Skirts,Heavy Rain,1
22780,The Black Skirts,Girl Scout,1
22781,The Backyardigans,Into The Thick Of It!,1
22782,Thanh Hưng,"Tệ Thật, Anh Nhớ Em",1
22783,The 1975,Part Of The Band,1
22784,The Backyardigans,Castaways,1
22785,The Killers,Somebody Told Me,1
22786,The Killers,When You Were Young,1
22787,"The La Planta, El Polaco, Migrantes",El Manual - Remix,1
22788,AhmedTheArab,Make That Shake,1
22789,The Strokes,The Adults Are Talking,1
22790,The Specials,Som Vi Er - MGP 2022,1
22791,"Ahmed Abdo, Eslam El Malah",الفلوس - احنا جامدين اوي اوي اوي,1
22792,The Rossman Ensemble,Snowfall on Christmas Eve,1
22793,"The Rasmus, Apocalyptica",Venomous Moon,1
22794,Ahmed Batshan,Ya Rohy,1
22795,The Neighbourhood,Fallen Star,1
22796,"Ahmed Mekky, Wegz",Akwa Mix,1
22797,The Mr,El Baile del Chaka,1
22798,The Minds Of 99,Stjerner På Himlen,1
22799,The Minds Of 99,Krystalkuglen,1
22800,Ahmed Saad,El Nafseya,1
22801,The Minds Of 99,Folketing/Marketing,1
22802,The Minds Of 99,Det Er Knud Som Er Død,1
22803,The Lumineers,WHERE WE ARE,1
22804,The Lumineers,BRIGHTSIDE,1
22805,"The Limba, Rakhim",Khentay,1
22806,"The Limba, GONE.Fludd",Led na shee,1
22807,"The Limba, Andro, Navai",Nikakih emocii,1
22808,Teto,A Lua - Spotify Singles,1
22809,Teto,Dia Azul,1
22810,Teto,Fashion,1
22811,Ahmed Sett,Megatroll,1
22812,Tima Belorusskih,Тает Ещё,1
22813,Timaya,Get My Money Right,1
22814,Timo Turunen,Petteri Punakuono,1
22815,Trippie Redd,Vibes,1
22816,Troye Sivan,could cry just thinkin about you - Full Version,1
22817,Addison Rae,Obsessed,1
22818,"Trouf, Long3",Poso Kaigomai,1
22819,"Trobi, Jonna Fraser",Eindstand,1
22820,"Trobi, Broederliefde, Mula B",Traficante,1
22821,"Trippie Redd, XXXTENTACION",Danny Phantom (feat. XXXTENTACION),1
22822,"Trippie Redd, Travis Barker, Machine Gun Kelly, blackbear",PILL BREAKER (feat. blackbear & Machine Gun Kelly),1
22823,"Trippie Redd, SoFaygo",MP5 (feat. SoFaygo),1
22824,"Trippie Redd, Ski Mask The Slump God",Demon Time (feat. Ski Mask The Slump God),1
22825,Adede,Inden I Mig,1
22826,Taylor Swift,The Other Side Of The Door (Taylor’s Version),1
22827,Trippie Redd,Supernatural,1
22828,"Trap19 Connection, FYRE",Pobeda,1
22829,Trippie Redd,Super Cell,1
22830,Trippie Redd,Molly Hearts,1
22831,Trippie Redd,Finish Line,1
22832,"Tripcy, Davido, Lady Du, Dj Pee Raven",Freeway - Remix,1
22833,"Trinidad Cardona, Davido, Aisha",Hayya Hayya (Better Together) - Music from the FIFA World Cup Qatar 2022 Official Soundtrack,1
22834,Tribe Friday,shut me up,1
22835,Taylor Swift,Today Was A Fairytale (Taylor’s Version),1
22836,"Tream, treamiboii",365 DAY 'N' NIGHT,1
22837,"Tream, HBz",Goldmarie,1
22838,Taylor Swift,Untouchable (Taylor’s Version),1
22839,"Trave, Navy, Pikeras",Alcohol,1
22840,"Troye Sivan, Jay Som",Trouble - from ‘Three Months’,1
22841,Taylor Swift,The Lucky One (Taylor's Version),1
22842,Taylor Swift,The Best Day (Taylor’s Version),1
22843,Adam Levine,Good Mood - Original Song From Paw Patrol: The Movie,1
22844,"Turisti, william",Canada Goose,1
22845,Tupla W,KAHDESTAAN,1
22846,"Tuomas Kauhanen, JENNA ALEXA",Tähdet (feat. JENNA ALEXA),1
22847,Tuomas Kauhanen,Vitutus on uus musta,1
22848,Tuomas Kauhanen,Paholainen,1
22849,"Tungevaag, Vlade Kay, Jonth, Skinny Days",Famous (feat. Skinny Days),1
22850,Taylor Swift,Ronan (Taylor's Version),1
22851,Taylor Swift,Sad Beautiful Tragic (Taylor's Version),1
22852,"Tungevaag, Bassjackers",Written In The Stars,1
22853,Tungevaag,When & Where,1
22854,Taylor Swift,Starlight (Taylor's Version),1
22855,Taylor Swift,State Of Grace (Acoustic Version) (Taylor's Version),1
22856,Abyusif,Tersana,1
22857,Tume,Tyttöystävä,1
22858,Tume,Roadtrip,1
22859,Tume,Oikeet rahaa,1
22860,Achille Lauro,LAURO,1
22861,Achille Lauro,STRIPPER,1
22862,"Tubbo, CG5",Life By The Sea,1
22863,TuVeia,Bli med meg på gar'n,1
22864,"Tsaki, DVMN BOI",Windows,1
22865,Taylor Swift,Superstar (Taylor’s Version),1
22866,"Adam Bros, Phil Phauler",Miami Vice,1
22867,Taylor Swift,We Were Happy (Taylor’s Version) (From The Vault),1
22868,Trannos,Mpam,1
22869,Tino Martin,Hoe Zeg Ik Jou Dat Het Over Is,1
22870,"Aden x Asme, Aden, Asme",Mitt I Natten,1
22871,Tommy Cash,Racked,1
22872,Tommaso Paradiso,Piove in discoteca,1
22873,Tommaso Cesana,Solo per paura,1
22874,Teddy Adhitya,Just You,1
22875,Teddy Adhitya,Why Would I Be,1
22876,"Tomas Kokot, Ferdinant Kapo",Pracho,1
22877,"Ajebo Hustlers, Clemzy",2AM In Da Club,1
22878,"Aden x Asme, Aden, Asme",Eliten,1
22879,Tom Walker,Serotonin,1
22880,"Aden x Asme, Aden, Asme",Grabbarna,1
22881,"Aden x Asme, Aden, Asme",Million,1
22882,Tokyo Incidents,獣の理,1
22883,Trannos,Diakopes,1
22884,"Tokio Hotel, VIZE",Behind Blue Eyes,1
22885,Toivon kärki,Pidä huolta,1
22886,Adi L Hasla,All About the Money,1
22887,Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)",1
22888,"Tobias Rahim, Ida Laurberg",Stimulanser (feat. Ida Laurberg),1
22889,Adi L Hasla,Mä en oo syntyny eilen,1
22890,Tobi & Manny,Rhythm & Vibes,1
22891,"Adi L Hasla, Sini Sabotage, Mäkki, Jeremie","Aikuisten leikkii (feat. Sini Sabotage, Mäkki & Jeremie)",1
22892,Teflon Brothers,Mikä tää place,1
22893,"Tino Martin, Jan Smit",Je Naam In De Sterren,1
22894,"Adje, Bizzey",Vamonos,1
22895,"Tommy Cash, BONES",Siri,1
22896,"Tommy Cash, Eldzhey",Nalik,1
22897,"Tommy Cash, Riff Raff",Millionaire Mullet,1
22898,Adele,Remedy,1
22899,Trannos,Alitaras,1
22900,"Traditional, Budapest Children's Chorus, Hungarian State Opera Chamber Orchestra, László Csányi",Mennybol az angyal (An Angel from Heaven),1
22901,"Trad.Attack!, WATEVA",Sõit - WATEVA Remix,1
22902,"Trad.Attack!, NOËP",Kuukene - Remix,1
22903,Towers,Filhaal,1
22904,Tove Styrke,Start Walking,1
22905,"Tory Lanez, DaBaby",SKAT (feat. DaBaby),1
22906,Tory Lanez,Lady Of Namek,1
22907,Tory Lanez,Enchanted Waterfall,1
22908,Tornike Kipiani,You,1
22909,Adele,Hometown Glory,1
22910,Torine,Olivia,1
22911,Torine,Bored,1
22912,"Topic, A7S",Kernkraft 400 (A Better Day),1
22913,"Tony Effe, Wayne Santana",Skyline (feat. Wayne Santana),1
22914,"Tony Effe, Tedua",Lacrime (feat. Tedua),1
22915,"Tony Effe, Side Baby",Luce a Roma (feat. Side Baby),1
22916,"Tony Effe, Pyrex",Romolo e Remo (feat. Pyrex),1
22917,"Tony Effe, Guè",Escort Lover (feat. Guè),1
22918,"Tony Effe, Gucci Mane",Tony Montana (feat. Gucci Mane),1
22919,Tony Effe,Piazza,1
22920,Tayna,OFG,1
22921,Tones And I,Just A Mess,1
22922,Volbeat,Becoming,1
22923,Volbeat,Don’t Tread On Me,1
22924,Volbeat,Temple Of Ekur,1
22925,"A-Reece, Ayanda Jiya",JIMMY'S INTERLUDE,1
22926,"Zamdane, Jazzy Bazz",Fauves,1
22927,A-Reece,FRIEDay The 13th,1
22928,"Zaho, Naps",En bas d'chez moi (feat. Naps),1
22929,Zahara,Nqaba Yam,1
22930,"Zae, Paul N Ballin",Serve,1
22931,Alec Benjamin,你的目光 (The Way You Felt),1
22932,A-Reece,Intentions Interlude,1
22933,Zack Knight,Nakhre,1
22934,Zach Bryan,Something in the Orange - Z&E's Version,1
22935,Zach Bryan,Heavy Eyes,1
22936,A-Reece,OVER ME,1
22937,"A-Reece, BeloSalo",NIGHTMARE ON BRYANSTON DR - Freestyle,1
22938,A-Reece,DOTTED LINEZ,1
22939,"ZK, Larry",Torvet (feat. Larry),1
22940,"ZK, Fouli",Ghetto Baby (feat. Fouli),1
22941,ZK,Weekend,1
22942,ZK,Ung Knægt,1
22943,ZK,For Livet,1
22944,"ZICO, IU",SoulMate (feat. IU),1
22945,ZICO,Any song,1
22946,"A-Reece, Jay Jody",THE SAME THING,1
22947,ZARD,揺れる想い,1
22948,"A-Reece, Stogie T, BeloSalo",BRAVO,1
22949,"A-Reece, Wordz",NO MAN'S LAND,1
22950,"Zandimaz, Ceejay, Chuchu, Michel'le","For Me (feat. Michelle, Ceejay & Chuchu)",1
22951,Zara Larsson,Need Someone,1
22952,Volbeat,Wait A Minute My Girl,1
22953,Zion.T,A Gift!,1
22954,"Zoocci Coke Dope, Lady Zamar, Mars Baby",PLUS+,1
22955,"Zoocci Coke Dope, Blxckie, Nasty C",LiFT ME UP,1
22956,Zoocci Coke Dope,OVERTURE+,1
22957,A$AP Rocky,D.M.B.,1
22958,A$AP Rocky,Rich Nigga Problems,1
22959,A$AP Rocky,Sandman,1
22960,Zom Marie,Still Talking,1
22961,"A$AP Rocky, Tyler, The Creator, Nigo","Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",1
22962,Zola,Papel,1
22963,"Zoe Wees, 6LACK",That’s How It Goes (feat. 6LACK),1
22964,"Zion.T, Gen Hoshino",Nomad,1
22965,"Zino, Olexesh, Malik Montana",Kurwas und Schaschlik,1
22966,"Zarfani, Lijpe",Hongerig,1
22967,Ziak,Flocko,1
22968,Zensery,Ich muss raus,1
22969,"Zeno Music, Denis Spaniolu'",Vreau Sa-ti Dau Iubire,1
22970,TIX,"Enten Går Det Bra, Ellers Går Det Over",1
22971,"Alejandro Fuentes, Sofie Fjellvang",Get Me Through December,1
22972,A-Reece,"Couldn't Have Said It Better, Pt. 3",1
22973,TIX,Gutter Gråter Ikke,1
22974,Zeamsone,Kominiarka Nike,1
22975,Zeamsone,BIO,1
22976,A-Reece,DICHOTOMY,1
22977,Zayo,WA$$UP,1
22978,Yüzyüzeyken Konuşuruz,Gençliğimi Geri Ver,1
22979,Yzomandias,nikde neni líp než dole,1
22980,Yzomandias,nedomestikovatelnej,1
22981,Youp van 't Hek,Flappie,1
22982,"Yssi SB, Kanoé",Paname,1
22983,ABBA,Does Your Mother Know,1
22984,Yrjänä,Ruudun taa,1
22985,"Ypo, Mike G",Next,1
22986,Ypo,O Zontanos Nekros,1
22987,Ypo,808,1
22988,Yoyo Sham,這裡,1
22989,Yoyo,Porque me dices que No,1
22990,ABBA,I Can Be That Woman,1
22991,"Youssoupha, Lefa, Dinos",KASH,1
22992,Yousef Joker,جو بايدن,1
22993,Younha,Oort Cloud,1
22994,Yzomandias,jedno bez druhýho neni,1
22995,Youngjae,Vibin,1
22996,YoungBoy Never Broke Again,On My Side,1
22997,YoungBoy Never Broke Again,No Where,1
22998,YoungBoy Never Broke Again,Nevada,1
22999,YoungBoy Never Broke Again,Life Support,1
23000,YoungBoy Never Broke Again,Fish Scale,1
23001,YoungBoy Never Broke Again,Bring The Hook,1
23002,YoungBoy Never Broke Again,Bad Morning,1
23003,"Young Thug, Mac Miller",Day Before (with Mac Miller),1
23004,"Young Thug, Juice WRLD",Rich Nigga Shit (with Juice WRLD),1
23005,"Young Thug, J. Cole, T-Shyne",Stressed (with J. Cole & T-Shyne),1
23006,Yung Filly,100 Bags Freestyle,1
23007,"Yung Lean, FKA twigs",Bliss,1
23008,Yung Nigo Drippin',Sæki etta,1
23009,"Yung Nigo Drippin', Siffi, ISSI, Gísli Pálmi",Ring Ring,1
23010,Yzomandias,až budu mrtvej (Only 4 Stoners),1
23011,Yzomandias,Voprsklý Kids,1
23012,Yzomandias,TWIX,1
23013,Yzomandias,SYPEJ SYPEJ,1
23014,Yzomandias,Oči Dokořán Zavřený,1
23015,Yzomandias,Leela <3,1
23016,Yzomandias,LOYAL B4 ROYAL,1
23017,Yzomandias,KRYSY,1
23018,Yzomandias,HELIPORT,1
23019,Yzomandias,GOYARD BAG,1
23020,TJ_beastboy,"AN ALLE, DIE DAS FÜHLEN",1
23021,"A.R. Rahman, Vagu Mazan, Thoughtsfornow","Adheeraa (From ""Cobra"")",1
23022,Yzomandias,BOOM BOOM POW,1
23023,"Yves V, Axel Cooper, SHANGUY",Dernière Danse,1
23024,TJ_beastboy,Go Godzilla On Ya Frikkn City,1
23025,TJ_beastboy,SOUL EATER,1
23026,TJ_beastboy,WEREGARURUMON,1
23027,Yuval Dayan,יד ביד,1
23028,TKAY,Criminale,1
23029,A7S,Nirvana,1
23030,Yuri,Campana Sobre Campana,1
23031,ABBA,Bumblebee,1
23032,ABBA,Chiquitita,1
23033,Zooey Wonder,I Could Be Yours,1
23034,"Zoro&Buzz, Zoro, Dimitris Koufoudakis",Matrix,1
23035,"Zoro&Buzz, Zoro, Dolos, Filia Kanellopoulou",Andromeda,1
23036,fromis_9,Talk & Talk,1
23037,herluv,Feel Like God,1
23038,"65uge, Kube, Mäkki, Temaj",Fiji,1
23039,girl in red,midnight love,1
23040,girl in red,hornylovesickmess,1
23041,girl in red,Stay - Spotify Singles,1
23042,girl in red,Did You Come?,1
23043,"Aleman, Snow Tha Product",Te Va a Gustar,1
23044,girl in red,Body And Mind,1
23045,gIANMARIA,Senza Saliva,1
23046,"TAEW, Gavin D",BABYBOO,1
23047,TAEYEON,11:11,1
23048,"flowerboii, Ufo361",Crash (feat. Ufo361),1
23049,"dvsn, Ty Dolla $ign",Memories,1
23050,"6VIB3Z, lilcheatcod",Runaway,1
23051,fenkii,67,1
23052,fem.love,Я вижу боль в твоих глазах,1
23053,7 Minutoz,Rap do Zoro: O Maior Espadachim do Mundo (Nerd Hits),1
23054,7-Toun,CHINWI,1
23055,"estraden, Newkid",Tusen gånger om (feat. Newkid),1
23056,estraden,Kyssa dig nu,1
23057,7-Toun,La vie,1
23058,el ponte,Me Robaste,1
23059,eaJ,Car Crash,1
23060,eArtist,7elmet Ado 5,1
23061,"6363, Geddo, Kolg8eight, D.Koms",3,1
23062,hooligan.,When You Knock On The Door,1
23063,iKON,BUT YOU,1
23064,iLLEOo,Bando,1
23065,kef LAVÍK,VICE CITY BABY,1
23066,kef LAVÍK,María (útsett fyrir þrjá),1
23067,kef LAVÍK,Englanna borðdans,1
23068,kayan9896,Be around - Acoustic,1
23069,"kaw, pluuto",Pseudonüüm,1
23070,jautì,Trūksta Ramybės,1
23071,"jambo, Pihlaja",uuu (feat. Pihlaja),1
23072,jambo,uus luukku,1
23073,j-hope,Airplane,1
23074,iri,STARLIGHT,1
23075,iri,Matenrou,1
23076,"ilyproxy, leander, Hadesthegrim, eversonder",superswag pt. 1,1
23077,ibe,Y****,1
23078,ibe,Testi,1
23079,ibe,Siunaus,1
23080,ibe,Sateeseen,1
23081,ibe,NiinPaljon,1
23082,ibe,Kirous (GWTB),1
23083,ibe,Jäässä,1
23084,ibe,EriMinä,1
23085,ibbigang,Valter - Mindig így volt,1
23086,ibbigang,Szobaszám,1
23087,"iann dior, Travis Barker, Machine Gun Kelly",thought it was (feat. Machine Gun Kelly & Travis Barker),1
23088,"dvsn, Ty Dolla $ign, Mac Miller",I Believed It (feat. Mac Miller),1
23089,dj nevykele,dreineris konteineris esi,1
23090,"Zoro&Buzz, Zoro, Low P",Kalokairiazei,1
23091,Zé Neto & Cristiano,Chaaama,1
23092,aespa,Lingo,1
23093,aespa,Life's Too Short,1
23094,aespa,ICU,1
23095,aespa,Girls,1
23096,8Ball,Vi Ta'r Guldet Med Hjem,1
23097,"8Yi, John Pollõn",Decapitamos una gallina (Remastered) - John Pollõn Remix,1
23098,[Alexandros],Baby's Alright,1
23099,Zé Vaqueiro,Do Pior Jeito,1
23100,90's FIN Cover Boyz & Girlz!,Sinä lähdit pois,1
23101,Zé Neto & Cristiano,Fica Pra Dormir,1
23102,90's FIN Cover Boyz & Girlz!,Viikonloppu,1
23103,Zé Neto & Cristiano,Batendo o Dente,1
23104,diso.kognityvas,neįdomus.,1
23105,"91 All Stars, Bramsito, Moha MMZ",Andale,1
23106,9m88,月亮代表我的心(《華燈初上》插曲),1
23107,"9m88, Layton Wu",A Merry Feeling,1
23108,A Boogie Wit da Hoodie,Be Free,1
23109,A Boogie Wit da Hoodie,Glasses,1
23110,"Zuukou mayzie, Freeze corleone",Pépé Anglais,1
23111,Zuna,Vorbei,1
23112,Zuna,Neapel,1
23113,Zuna,Blau,1
23114,"Zpecial, Gigi Cheung",深夜告別練習 (Studio Live),1
23115,"A$AP ANT, A$AP Rocky",The God Hour,1
23116,"88rising, NIKI",Split,1
23117,"alyona alyona, Żabson",Dym,1
23118,Aleksanteri Hakaniemi,Mä voisin rakastua suhun,1
23119,Aleksanteri Hakaniemi,Märkää maalia,1
23120,deLillos,Smak av honning,1
23121,d6ni4l,Drive Forever,1
23122,costee,Lähempänä jumalaa,1
23123,"Aleman, Rels B",Mírame Ma,1
23124,chillwagon,camper,1
23125,chiello,Sul fondo dello scrigno,1
23126,chiello,Poi si romperanno,1
23127,chiello,Pietra di luna,1
23128,chiello,Abisso di xanax,1
23129,7liwa,Chems Lmaarif,1
23130,"TAICHU, Tiago PZK",FASHION DILLER,1
23131,"blondette, sweet planet",have yourself a merry little christmas,1
23132,blackbear,alone in a room full of people,1
23133,"bbno$, Rebecca Black",yoga (feat. Rebecca Black),1
23134,"bbno$, Diplo",pogo,1
23135,badmómzjay,Zimmer allein,1
23136,TENSONG,End of the beginning,1
23137,"Aleman, Lolita Ayala",Tocando Tierra,1
23138,831,顛倒世界,1
23139,ba.,Auka,1
23140,"Aleman, Cartel De Santa",EYO,1
23141,THE ROOP,Love Is All We Got,1
23142,THE ROOP,Ohmygodable,1
23143,Young Thug,Tick Tock,1
23144,Young Thug,Stupid/Asking,1
23145,ABBA,Just A Notion,1
23146,"Wesley Safadão, Guaynaa",Não Faz Como Eu,1
23147,"White Widow, Swizzy",COOKIN UP,1
23148,White Widow,DIEGO,1
23149,"White Money, Zoro",Nà We-We,1
23150,"White 2115, Kinny Zimmer, @atutowy",Pierwszy raz,1
23151,White 2115,Saint Tropez,1
23152,White 2115,Pół życia,1
23153,White 2115,Nic na pokaz,1
23154,White 2115,Intro,1
23155,"Whales, Fraxo, Lox Chatterbox",Dead To Me - Slow + Reverb,1
23156,ALEY STAR,Asian Vibe,1
23157,Westcoast G'z,Hejaa Jahli,1
23158,"ALTÉGO, Britney Spears, Ginuwine",Toxic Pony,1
23159,ANI,Tyttö sä oot tähti,1
23160,"Wes Nelson, Loredana",Nice To Meet Ya (feat. Loredana),1
23161,"Tainy, Yandel, SAINt JHN",SI TE VAS,1
23162,Wen Wei,Teenage Dream,1
23163,"Wellhello, Essemm",Hogy legyek jó,1
23164,"Wellhello, Andro",Crush,1
23165,Wellhello,Mit mondanál a csendnek?,1
23166,"WeiBird, Ben&Ben",Cheap Love,1
23167,WeiBird,如果再見 - 電影《極樂宿舍》主題曲/韓劇《龍八夷》片尾曲/韓劇《我女婿的女人》片尾曲/韓劇《請回答1988》片尾曲,1
23168,"AMRO, Ozzy, No Stress",Malmö København,1
23169,WeiBird,"Red Scarf (Korean Version) - ""Till We Meet Again"" Movie Theme Song",1
23170,ANAZED,I ya,1
23171,AKMU,HAPPENING,1
23172,"Whitney Houston, Clean Bandit",How Will I Know,1
23173,Albatraoz,Mcdonalds,1
23174,AKMU,Give Love,1
23175,"AKC Misi, AKC Kretta",Jó Sztori?,1
23176,"AKC Misi, AKC Kretta",Karaoke,1
23177,"Woody, Brysa",Kicks (feat. Brysa),1
23178,Tabitha,Voor Nu,1
23179,Wonstein,Infrared Camera,1
23180,Wolter Kroes,Viva Hollandia,1
23181,Wolf Alice,How Can I Make It Ok?,1
23182,"AKC Misi, AKC Kretta",Lángoló Szívek,1
23183,"AKC Misi, AKC Kretta",Megígérem,1
23184,"AKC Misi, AKC Kretta",Mi a Helyzet,1
23185,"AKC Misi, AKC Kretta",Mi a Helyzet - Club Edit,1
23186,"AKC Misi, AKC Kretta",Rosszfiú,1
23187,"AKC Misi, AKC Kretta",Ruhatár,1
23188,Wisin & Yandel,Ahora Es,1
23189,Wincent Weiss,Weit Weg,1
23190,Wincent Weiss,Irgendwie auch nicht,1
23191,Will Paquin,Chandelier,1
23192,Albe,Karma,1
23193,"AKC Misi, AKC Kretta",Vodkaszóda,1
23194,"Wilkinson, iiola",Close Your Eyes,1
23195,"AKC Misi, AKC Kretta, AKC Damigo",Piknik,1
23196,"AKC Misi, AKC Kretta, plo Persici",Csillag,1
23197,"AKC Misi, Manuel",Bomba,1
23198,ANI,Euforia,1
23199,ANI,Valosta tehty,1
23200,WurtS,ブルーベリーハニー,1
23201,"WATTS, Khalid",Feels (feat. Khalid),1
23202,WOODZ,I hate you,1
23203,"Talwiinder, Vylom",Tera Saath,1
23204,WJSN,As You Wish,1
